perimeter,num_drones,v_nominal,v_max,sensing_radius,nominal_spacing,balancing_policy,density_threshold,speed_threshold,adaptation_window,failure_rate,num_failures,failure_distribution,seed,density,coverage,avg_speed,speed_stddev,max_gap,avg_gap,drones_active,formation_stability,energy_consumed,time_to_recover,recovery_slope
125.000000,33,1.000000,2.000000,10.000000,5.000000,3,0.900000,1.800000,10.000000,1.000000,3,0,5094,0.909091,90.909091,2.000000,0.000000,120.000000,95.833333,30.000000,0.052174,60.000000,0.000000,0.000000
125.000000,33,1.000000,2.000000,10.000000,5.000000,4,0.900000,1.800000,10.000000,1.000000,3,0,5095,0.909091,90.909091,2.000000,0.000000,120.000000,95.833333,30.000000,0.052174,60.000000,0.000000,0.000000
125.000000,33,1.000000,2.000000,10.000000,5.000000,5,0.900000,1.800000,10.000000,1.000000,3,0,5096,0.909091,90.909091,2.000000,0.000000,120.000000,100.000000,30.000000,0.050000,60.000000,0.000000,0.000000
125.000000,33,1.000000,2.000000,10.000000,5.000000,0,0.900000,1.800000,10.000000,1.000000,5,0,5097,0.909091,90.909091,2.000000,0.000000,120.000000,91.666667,30.000000,0.054545,60.000000,0.000000,0.000000
125.000000,33,1.000000,2.000000,10.000000,5.000000,1,0.900000,1.800000,10.000000,1.000000,5,0,5098,0.909091,90.909091,2.000000,0.000000,120.000000,87.500000,30.000000,0.057143,60.000000,0.000000,0.000000
125.000000,33,1.000000,2.000000,10.000000,5.000000,2,0.900000,1.800000,10.000000,1.000000,5,0,5099,0.909091,90.909091,2.000000,0.000000,120.000000,87.500000,30.000000,0.057143,60.000000,0.000000,0.000000
125.000000,33,1.000000,2.000000,10.000000,5.000000,3,0.900000,1.800000,10.000000,1.000000,5,0,5100,0.909091,90.909091,2.000000,0.000000,120.000000,91.666667,30.000000,0.054545,60.000000,0.000000,0.000000
125.000000,33,1.000000,2.000000,10.000000,5.000000,4,0.900000,1.800000,10.000000,1.000000,5,0,5101,0.909091,90.909091,2.000000,0.000000,120.000000,87.500000,30.000000,0.057143,60.000000,0.000000,0.000000
125.000000,33,1.000000,2.000000,10.000000,5.000000,5,0.900000,1.800000,10.000000,1.000000,5,0,5102,0.909091,90.909091,2.000000,0.000000,120.000000,91.666667,30.000000,0.054545,60.000000,0.000000,0.000000
125.000000,33,1.000000,2.000000,10.000000,5.000000,0,0.900000,1.800000,10.000000,1.000000,8,0,5103,0.909091,90.909091,2.000000,0.000000,120.000000,87.500000,30.000000,0.057143,60.000000,0.000000,0.000000
125.000000,33,1.000000,2.000000,10.000000,5.000000,1,0.900000,1.800000,10.000000,1.000000,8,0,5104,0.909091,90.909091,2.000000,0.000000,120.000000,91.666667,30.000000,0.054545,60.000000,0.000000,0.000000
125.000000,33,1.000000,2.000000,10.000000,5.000000,2,0.900000,1.800000,10.000000,1.000000,8,0,5105,0.909091,90.909091,2.000000,0.000000,120.000000,79.166667,30.000000,0.063158,60.000000,0.000000,0.000000
125.000000,33,1.000000,2.000000,10.000000,5.000000,3,0.900000,1.800000,10.000000,1.000000,8,0,5106,0.909091,90.909091,2.000000,0.000000,124.400000,87.500000,30.000000,0.057143,60.000000,0.000000,0.000000
125.000000,33,1.000000,2.000000,10.000000,5.000000,4,0.900000,1.800000,10.000000,1.000000,8,0,5107,0.909091,90.909091,2.000000,0.000000,122.970000,87.500000,30.000000,0.057143,60.000000,0.000000,0.000000
125.000000,33,1.000000,2.000000,10.000000,5.000000,5,0.900000,1.800000,10.000000,1.000000,8,0,5108,0.909091,90.909091,2.000000,0.000000,120.000000,83.333333,30.000000,0.060000,60.000000,0.000000,0.000000
125.000000,33,1.000000,2.000000,10.000000,5.000000,0,0.900000,1.800000,10.000000,1.000000,10,0,5109,0.909091,90.909091,2.000000,0.000000,124.889575,75.000000,30.000000,0.066667,60.000000,0.000000,0.000000
125.000000,33,1.000000,2.000000,10.000000,5.000000,1,0.900000,1.800000,10.000000,1.000000,10,0,5110,0.909091,90.909091,2.000000,0.000000,120.000000,79.166667,30.000000,0.063158,60.000000,0.000000,0.000000
125.000000,33,1.000000,2.000000,10.000000,5.000000,2,0.900000,1.800000,10.000000,1.000000,10,0,5111,0.909091,90.909091,2.000000,0.000000,120.000000,83.333333,30.000000,0.060000,60.000000,0.000000,0.000000
125.000000,33,1.000000,2.000000,10.000000,5.000000,3,0.900000,1.800000,10.000000,1.000000,10,0,5112,0.909091,90.909091,2.000000,0.000000,120.000000,75.000000,30.000000,0.066667,60.000000,0.000000,0.000000
125.000000,33,1.000000,2.000000,10.000000,5.000000,4,0.900000,1.800000,10.000000,1.000000,10,0,5113,0.909091,90.909091,2.000000,0.000000,120.000000,70.833333,30.000000,0.070588,60.000000,0.000000,0.000000
125.000000,33,1.000000,2.000000,10.000000,5.000000,5,0.900000,1.800000,10.000000,1.000000,10,0,5114,0.909091,90.909091,2.000000,0.000000,120.000000,79.166667,30.000000,0.063158,60.000000,0.000000,0.000000
125.000000,33,1.000000,2.000000,10.000000,5.000000,0,0.900000,1.800000,10.000000,1.000000,13,0,5115,0.909091,90.909091,2.000000,0.000000,120.000000,83.333333,30.000000,0.060000,60.000000,0.000000,0.000000
125.000000,33,1.000000,2.000000,10.000000,5.000000,1,0.900000,1.800000,10.000000,1.000000,13,0,5116,0.909091,90.909091,2.000000,0.000000,120.000000,66.666667,30.000000,0.075000,60.000000,0.000000,0.000000
125.000000,33,1.000000,2.000000,10.000000,5.000000,2,0.900000,1.800000,10.000000,1.000000,13,0,5117,0.909091,90.909091,2.000000,0.000000,122.970000,79.166667,30.000000,0.063158,60.000000,0.000000,0.000000
125.000000,33,1.000000,2.000000,10.000000,5.000000,3,0.900000,1.800000,10.000000,1.000000,13,0,5118,0.909091,90.909091,2.000000,0.000000,123.697500,79.166667,30.000000,0.063158,60.000000,0.000000,0.000000
125.000000,33,1.000000,2.000000,10.000000,5.000000,4,0.900000,1.800000,10.000000,1.000000,13,0,5119,0.909091,90.909091,2.000000,0.000000,124.063985,70.833333,30.000000,0.070588,60.000000,0.000000,0.000000
